Residual_Energy (%),Application_Type,Security_Level,Algorithm
4.93810024091493,N,L1,Skipjack
4.93810024091493,C,L2,PRINCE
4.93810024091493,VC,L3,RECTANGLE
3.418230666452521,N,L1,Skipjack
3.418230666452521,C,L2,PRINCE
3.418230666452521,VC,L3,RECTANGLE
5.6597720373491,N,L1,Skipjack
5.6597720373491,C,L2,PRINCE
5.6597720373491,VC,L3,RECTANGLE
0.35875699461255794,N,L1,Skipjack
0.35875699461255794,C,L2,PRINCE
0.35875699461255794,VC,L3,RECTANGLE
5.780712192404021,N,L1,Skipjack
5.780712192404021,C,L2,PRINCE
5.780712192404021,VC,L3,RECTANGLE
7.5079644965919705,N,L1,Skipjack
7.5079644965919705,C,L2,PRINCE
7.5079644965919705,VC,L3,RECTANGLE
0.32356377435342254,N,L1,Skipjack
0.32356377435342254,C,L2,PRINCE
0.32356377435342254,VC,L3,RECTANGLE
1.2963577590734165,N,L1,Skipjack
1.2963577590734165,C,L2,PRINCE
1.2963577590734165,VC,L3,RECTANGLE
6.154548711721416,N,L1,Skipjack
6.154548711721416,C,L2,PRINCE
6.154548711721416,VC,L3,RECTANGLE
9.293315938800566,N,L1,Skipjack
9.293315938800566,C,L2,PRINCE
9.293315938800566,VC,L3,RECTANGLE
9.530656355278829,N,L1,Skipjack
9.530656355278829,C,L2,PRINCE
9.530656355278829,VC,L3,RECTANGLE
5.31067015337792,N,L1,Skipjack
5.31067015337792,C,L2,PRINCE
5.31067015337792,VC,L3,RECTANGLE
0.8247649461501616,N,L1,Skipjack
0.8247649461501616,C,L2,PRINCE
0.8247649461501616,VC,L3,RECTANGLE
4.722676662255413,N,L1,Skipjack
4.722676662255413,C,L2,PRINCE
4.722676662255413,VC,L3,RECTANGLE
0.8442154967390658,N,L1,Skipjack
0.8442154967390658,C,L2,PRINCE
0.8442154967390658,VC,L3,RECTANGLE
4.393959735697738,N,L1,Skipjack
4.393959735697738,C,L2,PRINCE
4.393959735697738,VC,L3,RECTANGLE
1.2055540376208151,N,L1,Skipjack
1.2055540376208151,C,L2,PRINCE
1.2055540376208151,VC,L3,RECTANGLE
8.42889297451095,N,L1,Skipjack
8.42889297451095,C,L2,PRINCE
8.42889297451095,VC,L3,RECTANGLE
6.717607589118547,N,L1,Skipjack
6.717607589118547,C,L2,PRINCE
6.717607589118547,VC,L3,RECTANGLE
4.704225207432426,N,L1,Skipjack
4.704225207432426,C,L2,PRINCE
4.704225207432426,VC,L3,RECTANGLE
0.2673191379050366,N,L1,Skipjack
0.2673191379050366,C,L2,PRINCE
0.2673191379050366,VC,L3,RECTANGLE
3.7042208111779606,N,L1,Skipjack
3.7042208111779606,C,L2,PRINCE
3.7042208111779606,VC,L3,RECTANGLE
9.654268121835582,N,L1,Skipjack
9.654268121835582,C,L2,PRINCE
9.654268121835582,VC,L3,RECTANGLE
1.5214178224810948,N,L1,Skipjack
1.5214178224810948,C,L2,PRINCE
1.5214178224810948,VC,L3,RECTANGLE
7.140175489889236,N,L1,Skipjack
7.140175489889236,C,L2,PRINCE
7.140175489889236,VC,L3,RECTANGLE
6.618138607479458,N,L1,Skipjack
6.618138607479458,C,L2,PRINCE
6.618138607479458,VC,L3,RECTANGLE
6.010139252166752,N,L1,Skipjack
6.010139252166752,C,L2,PRINCE
6.010139252166752,VC,L3,RECTANGLE
6.600820197723033,N,L1,Skipjack
6.600820197723033,C,L2,PRINCE
6.600820197723033,VC,L3,RECTANGLE
6.554148651243452,N,L1,Skipjack
6.554148651243452,C,L2,PRINCE
6.554148651243452,VC,L3,RECTANGLE
3.178938213312957,N,L1,Skipjack
3.178938213312957,C,L2,PRINCE
3.178938213312957,VC,L3,RECTANGLE
5.491334894837482,N,L1,Skipjack
5.491334894837482,C,L2,PRINCE
5.491334894837482,VC,L3,RECTANGLE
8.866476877801023,N,L1,Skipjack
8.866476877801023,C,L2,PRINCE
8.866476877801023,VC,L3,RECTANGLE
5.437288979154968,N,L1,Skipjack
5.437288979154968,C,L2,PRINCE
5.437288979154968,VC,L3,RECTANGLE
3.8422020349029817,N,L1,Skipjack
3.8422020349029817,C,L2,PRINCE
3.8422020349029817,VC,L3,RECTANGLE
2.6319203026798297,N,L1,Skipjack
2.6319203026798297,C,L2,PRINCE
2.6319203026798297,VC,L3,RECTANGLE
4.307407071051434,N,L1,Skipjack
4.307407071051434,C,L2,PRINCE
4.307407071051434,VC,L3,RECTANGLE
1.2585746542182752,N,L1,Skipjack
1.2585746542182752,C,L2,PRINCE
1.2585746542182752,VC,L3,RECTANGLE
8.207645281211233,N,L1,Skipjack
8.207645281211233,C,L2,PRINCE
8.207645281211233,VC,L3,RECTANGLE
7.397270837626387,N,L1,Skipjack
7.397270837626387,C,L2,PRINCE
7.397270837626387,VC,L3,RECTANGLE
0.3361302665001997,N,L1,Skipjack
0.3361302665001997,C,L2,PRINCE
0.3361302665001997,VC,L3,RECTANGLE
7.214471081674291,N,L1,Skipjack
7.214471081674291,C,L2,PRINCE
7.214471081674291,VC,L3,RECTANGLE
5.897212777389943,N,L1,Skipjack
5.897212777389943,C,L2,PRINCE
5.897212777389943,VC,L3,RECTANGLE
4.010400559524444,N,L1,Skipjack
4.010400559524444,C,L2,PRINCE
4.010400559524444,VC,L3,RECTANGLE
1.6945012011479588,N,L1,Skipjack
1.6945012011479588,C,L2,PRINCE
1.6945012011479588,VC,L3,RECTANGLE
7.225586086052557,N,L1,Skipjack
7.225586086052557,C,L2,PRINCE
7.225586086052557,VC,L3,RECTANGLE
1.7218758685164681,N,L1,Skipjack
1.7218758685164681,C,L2,PRINCE
1.7218758685164681,VC,L3,RECTANGLE
0.36341042904226684,N,L1,Skipjack
0.36341042904226684,C,L2,PRINCE
0.36341042904226684,VC,L3,RECTANGLE
4.142607211382617,N,L1,Skipjack
4.142607211382617,C,L2,PRINCE
4.142607211382617,VC,L3,RECTANGLE
8.1983941758583,N,L1,Skipjack
8.1983941758583,C,L2,PRINCE
8.1983941758583,VC,L3,RECTANGLE
8.274784790759986,N,L1,Skipjack
8.274784790759986,C,L2,PRINCE
8.274784790759986,VC,L3,RECTANGLE
4.586906791157625,N,L1,Skipjack
4.586906791157625,C,L2,PRINCE
4.586906791157625,VC,L3,RECTANGLE
4.030926635673425,N,L1,Skipjack
4.030926635673425,C,L2,PRINCE
4.030926635673425,VC,L3,RECTANGLE
2.628565915408082,N,L1,Skipjack
2.628565915408082,C,L2,PRINCE
2.628565915408082,VC,L3,RECTANGLE
4.295560069663443,N,L1,Skipjack
4.295560069663443,C,L2,PRINCE
4.295560069663443,VC,L3,RECTANGLE
4.993780215123329,N,L1,Skipjack
4.993780215123329,C,L2,PRINCE
4.993780215123329,VC,L3,RECTANGLE
3.090078367141449,N,L1,Skipjack
3.090078367141449,C,L2,PRINCE
3.090078367141449,VC,L3,RECTANGLE
4.580847100552731,N,L1,Skipjack
4.580847100552731,C,L2,PRINCE
4.580847100552731,VC,L3,RECTANGLE
0.8319585950151542,N,L1,Skipjack
0.8319585950151542,C,L2,PRINCE
0.8319585950151542,VC,L3,RECTANGLE
7.662561290547938,N,L1,Skipjack
7.662561290547938,C,L2,PRINCE
7.662561290547938,VC,L3,RECTANGLE
9.162373969799626,N,L1,Skipjack
9.162373969799626,C,L2,PRINCE
9.162373969799626,VC,L3,RECTANGLE
3.752315328099277,N,L1,Skipjack
3.752315328099277,C,L2,PRINCE
3.752315328099277,VC,L3,RECTANGLE
0.5862494316229294,N,L1,Skipjack
0.5862494316229294,C,L2,PRINCE
0.5862494316229294,VC,L3,RECTANGLE
1.8979164134408122,N,L1,Skipjack
1.8979164134408122,C,L2,PRINCE
1.8979164134408122,VC,L3,RECTANGLE
1.717438724080107,N,L1,Skipjack
1.717438724080107,C,L2,PRINCE
1.717438724080107,VC,L3,RECTANGLE
7.238029443613697,N,L1,Skipjack
7.238029443613697,C,L2,PRINCE
7.238029443613697,VC,L3,RECTANGLE
6.557406276911303,N,L1,Skipjack
6.557406276911303,C,L2,PRINCE
6.557406276911303,VC,L3,RECTANGLE
2.9001596260022175,N,L1,Skipjack
2.9001596260022175,C,L2,PRINCE
2.9001596260022175,VC,L3,RECTANGLE
0.3230766916333383,N,L1,Skipjack
0.3230766916333383,C,L2,PRINCE
0.3230766916333383,VC,L3,RECTANGLE
5.719692186846589,N,L1,Skipjack
5.719692186846589,C,L2,PRINCE
5.719692186846589,VC,L3,RECTANGLE
8.391632046283753,N,L1,Skipjack
8.391632046283753,C,L2,PRINCE
8.391632046283753,VC,L3,RECTANGLE
2.5698793827401567,N,L1,Skipjack
2.5698793827401567,C,L2,PRINCE
2.5698793827401567,VC,L3,RECTANGLE
8.94979060718929,N,L1,Skipjack
8.94979060718929,C,L2,PRINCE
8.94979060718929,VC,L3,RECTANGLE
8.947052934360624,N,L1,Skipjack
8.947052934360624,C,L2,PRINCE
8.947052934360624,VC,L3,RECTANGLE
1.2595409645435707,N,L1,Skipjack
1.2595409645435707,C,L2,PRINCE
1.2595409645435707,VC,L3,RECTANGLE
1.9665466249985775,N,L1,Skipjack
1.9665466249985775,C,L2,PRINCE
1.9665466249985775,VC,L3,RECTANGLE
3.755449408865247,N,L1,Skipjack
3.755449408865247,C,L2,PRINCE
3.755449408865247,VC,L3,RECTANGLE
2.198028617525698,N,L1,Skipjack
2.198028617525698,C,L2,PRINCE
2.198028617525698,VC,L3,RECTANGLE
0.8223491298227381,N,L1,Skipjack
0.8223491298227381,C,L2,PRINCE
0.8223491298227381,VC,L3,RECTANGLE
4.540769679960004,N,L1,Skipjack
4.540769679960004,C,L2,PRINCE
4.540769679960004,VC,L3,RECTANGLE
4.112467089369205,N,L1,Skipjack
4.112467089369205,C,L2,PRINCE
4.112467089369205,VC,L3,RECTANGLE
4.290765341127955,N,L1,Skipjack
4.290765341127955,C,L2,PRINCE
4.290765341127955,VC,L3,RECTANGLE
6.626851800022983,N,L1,Skipjack
6.626851800022983,C,L2,PRINCE
6.626851800022983,VC,L3,RECTANGLE
8.319164012351735,N,L1,Skipjack
8.319164012351735,C,L2,PRINCE
8.319164012351735,VC,L3,RECTANGLE
9.247771844099304,N,L1,Skipjack
9.247771844099304,C,L2,PRINCE
9.247771844099304,VC,L3,RECTANGLE
8.008437275979402,N,L1,Skipjack
8.008437275979402,C,L2,PRINCE
8.008437275979402,VC,L3,RECTANGLE
3.9729366754739717,N,L1,Skipjack
3.9729366754739717,C,L2,PRINCE
3.9729366754739717,VC,L3,RECTANGLE
8.253198887158131,N,L1,Skipjack
8.253198887158131,C,L2,PRINCE
8.253198887158131,VC,L3,RECTANGLE
5.3432719594450395,N,L1,Skipjack
5.3432719594450395,C,L2,PRINCE
5.3432719594450395,VC,L3,RECTANGLE
0.2756327413776738,N,L1,Skipjack
0.2756327413776738,C,L2,PRINCE
0.2756327413776738,VC,L3,RECTANGLE
1.9442896402587695,N,L1,Skipjack
1.9442896402587695,C,L2,PRINCE
1.9442896402587695,VC,L3,RECTANGLE
8.290357915355772,N,L1,Skipjack
8.290357915355772,C,L2,PRINCE
8.290357915355772,VC,L3,RECTANGLE
0.8244867192531291,N,L1,Skipjack
0.8244867192531291,C,L2,PRINCE
0.8244867192531291,VC,L3,RECTANGLE
5.121069422588171,N,L1,Skipjack
5.121069422588171,C,L2,PRINCE
5.121069422588171,VC,L3,RECTANGLE
7.750044039353038,N,L1,Skipjack
7.750044039353038,C,L2,PRINCE
7.750044039353038,VC,L3,RECTANGLE
0.3315487930963701,N,L1,Skipjack
0.3315487930963701,C,L2,PRINCE
0.3315487930963701,VC,L3,RECTANGLE
9.65804642176486,N,L1,Skipjack
9.65804642176486,C,L2,PRINCE
9.65804642176486,VC,L3,RECTANGLE
0.7782821391828065,N,L1,Skipjack
0.7782821391828065,C,L2,PRINCE
0.7782821391828065,VC,L3,RECTANGLE
0.2001352715873861,N,L1,Skipjack
0.2001352715873861,C,L2,PRINCE
0.2001352715873861,VC,L3,RECTANGLE
7.031094246727395,N,L1,Skipjack
7.031094246727395,C,L2,PRINCE
7.031094246727395,VC,L3,RECTANGLE
9.039579813044536,N,L1,Skipjack
9.039579813044536,C,L2,PRINCE
9.039579813044536,VC,L3,RECTANGLE
9.170221734842837,N,L1,Skipjack
9.170221734842837,C,L2,PRINCE
9.170221734842837,VC,L3,RECTANGLE
2.3491456511116193,N,L1,Skipjack
2.3491456511116193,C,L2,PRINCE
2.3491456511116193,VC,L3,RECTANGLE
0.008067859889013818,N,L1,Skipjack
0.008067859889013818,C,L2,PRINCE
0.008067859889013818,VC,L3,RECTANGLE
2.9445845928325776,N,L1,Skipjack
2.9445845928325776,C,L2,PRINCE
2.9445845928325776,VC,L3,RECTANGLE
3.340050664709474,N,L1,Skipjack
3.340050664709474,C,L2,PRINCE
3.340050664709474,VC,L3,RECTANGLE
4.506113158442048,N,L1,Skipjack
4.506113158442048,C,L2,PRINCE
4.506113158442048,VC,L3,RECTANGLE
3.3286310329603808,N,L1,Skipjack
3.3286310329603808,C,L2,PRINCE
3.3286310329603808,VC,L3,RECTANGLE
1.3269935599499882,N,L1,Skipjack
1.3269935599499882,C,L2,PRINCE
1.3269935599499882,VC,L3,RECTANGLE
4.220906968740219,N,L1,Skipjack
4.220906968740219,C,L2,PRINCE
4.220906968740219,VC,L3,RECTANGLE
5.5425283373734615,N,L1,Skipjack
5.5425283373734615,C,L2,PRINCE
5.5425283373734615,VC,L3,RECTANGLE
3.2631784293943564,N,L1,Skipjack
3.2631784293943564,C,L2,PRINCE
3.2631784293943564,VC,L3,RECTANGLE
1.0519785357030598,N,L1,Skipjack
1.0519785357030598,C,L2,PRINCE
1.0519785357030598,VC,L3,RECTANGLE
1.0674932349849375,N,L1,Skipjack
1.0674932349849375,C,L2,PRINCE
1.0674932349849375,VC,L3,RECTANGLE
6.769941801176968,N,L1,Skipjack
6.769941801176968,C,L2,PRINCE
6.769941801176968,VC,L3,RECTANGLE
8.455243555715263,N,L1,Skipjack
8.455243555715263,C,L2,PRINCE
8.455243555715263,VC,L3,RECTANGLE
1.0200083248042568,N,L1,Skipjack
1.0200083248042568,C,L2,PRINCE
1.0200083248042568,VC,L3,RECTANGLE
3.704412974547452,N,L1,Skipjack
3.704412974547452,C,L2,PRINCE
3.704412974547452,VC,L3,RECTANGLE
5.52631471714613,N,L1,Skipjack
5.52631471714613,C,L2,PRINCE
5.52631471714613,VC,L3,RECTANGLE
0.4966904116098081,N,L1,Skipjack
0.4966904116098081,C,L2,PRINCE
0.4966904116098081,VC,L3,RECTANGLE
5.390196290143195,N,L1,Skipjack
5.390196290143195,C,L2,PRINCE
5.390196290143195,VC,L3,RECTANGLE
2.3578282307360245,N,L1,Skipjack
2.3578282307360245,C,L2,PRINCE
2.3578282307360245,VC,L3,RECTANGLE
9.976944191004925,N,L1,Skipjack
9.976944191004925,C,L2,PRINCE
9.976944191004925,VC,L3,RECTANGLE
9.572260246620829,N,L1,Skipjack
9.572260246620829,C,L2,PRINCE
9.572260246620829,VC,L3,RECTANGLE
3.602909249090609,N,L1,Skipjack
3.602909249090609,C,L2,PRINCE
3.602909249090609,VC,L3,RECTANGLE
8.820929620998246,N,L1,Skipjack
8.820929620998246,C,L2,PRINCE
8.820929620998246,VC,L3,RECTANGLE
0.33974929689709166,N,L1,Skipjack
0.33974929689709166,C,L2,PRINCE
0.33974929689709166,VC,L3,RECTANGLE
4.976449580755451,N,L1,Skipjack
4.976449580755451,C,L2,PRINCE
4.976449580755451,VC,L3,RECTANGLE
2.730377363953073,N,L1,Skipjack
2.730377363953073,C,L2,PRINCE
2.730377363953073,VC,L3,RECTANGLE
4.437384440461284,N,L1,Skipjack
4.437384440461284,C,L2,PRINCE
4.437384440461284,VC,L3,RECTANGLE
6.972787518671452,N,L1,Skipjack
6.972787518671452,C,L2,PRINCE
6.972787518671452,VC,L3,RECTANGLE
7.241746206458567,N,L1,Skipjack
7.241746206458567,C,L2,PRINCE
7.241746206458567,VC,L3,RECTANGLE
4.844643559205269,N,L1,Skipjack
4.844643559205269,C,L2,PRINCE
4.844643559205269,VC,L3,RECTANGLE
8.121811241890974,N,L1,Skipjack
8.121811241890974,C,L2,PRINCE
8.121811241890974,VC,L3,RECTANGLE
5.837821126457613,N,L1,Skipjack
5.837821126457613,C,L2,PRINCE
5.837821126457613,VC,L3,RECTANGLE
3.5242029661111784,N,L1,Skipjack
3.5242029661111784,C,L2,PRINCE
3.5242029661111784,VC,L3,RECTANGLE
8.788649362230645,N,L1,Skipjack
8.788649362230645,C,L2,PRINCE
8.788649362230645,VC,L3,RECTANGLE
5.214342403056246,N,L1,Skipjack
5.214342403056246,C,L2,PRINCE
5.214342403056246,VC,L3,RECTANGLE
9.534478947191163,N,L1,Skipjack
9.534478947191163,C,L2,PRINCE
9.534478947191163,VC,L3,RECTANGLE
4.716010659900784,N,L1,Skipjack
4.716010659900784,C,L2,PRINCE
4.716010659900784,VC,L3,RECTANGLE
1.462557506986174,N,L1,Skipjack
1.462557506986174,C,L2,PRINCE
1.462557506986174,VC,L3,RECTANGLE
5.723974949078125,N,L1,Skipjack
5.723974949078125,C,L2,PRINCE
5.723974949078125,VC,L3,RECTANGLE
0.7568438222319762,N,L1,Skipjack
0.7568438222319762,C,L2,PRINCE
0.7568438222319762,VC,L3,RECTANGLE
9.929306978772983,N,L1,Skipjack
9.929306978772983,C,L2,PRINCE
9.929306978772983,VC,L3,RECTANGLE
2.4088242003095948,N,L1,Skipjack
2.4088242003095948,C,L2,PRINCE
2.4088242003095948,VC,L3,RECTANGLE
4.71736737054148,N,L1,Skipjack
4.71736737054148,C,L2,PRINCE
4.71736737054148,VC,L3,RECTANGLE
3.177672519762721,N,L1,Skipjack
3.177672519762721,C,L2,PRINCE
3.177672519762721,VC,L3,RECTANGLE
7.208685796093725,N,L1,Skipjack
7.208685796093725,C,L2,PRINCE
7.208685796093725,VC,L3,RECTANGLE
1.5819974824240879,N,L1,Skipjack
1.5819974824240879,C,L2,PRINCE
1.5819974824240879,VC,L3,RECTANGLE
2.2768989739626164,N,L1,Skipjack
2.2768989739626164,C,L2,PRINCE
2.2768989739626164,VC,L3,RECTANGLE
9.244251907688358,N,L1,Skipjack
9.244251907688358,C,L2,PRINCE
9.244251907688358,VC,L3,RECTANGLE
8.893424823209392,N,L1,Skipjack
8.893424823209392,C,L2,PRINCE
8.893424823209392,VC,L3,RECTANGLE
7.346861295833006,N,L1,Skipjack
7.346861295833006,C,L2,PRINCE
7.346861295833006,VC,L3,RECTANGLE
2.7010495057900528,N,L1,Skipjack
2.7010495057900528,C,L2,PRINCE
2.7010495057900528,VC,L3,RECTANGLE
9.96390361706103,N,L1,Skipjack
9.96390361706103,C,L2,PRINCE
9.96390361706103,VC,L3,RECTANGLE
2.4699444971969986,N,L1,Skipjack
2.4699444971969986,C,L2,PRINCE
2.4699444971969986,VC,L3,RECTANGLE
1.3056161557845736,N,L1,Skipjack
1.3056161557845736,C,L2,PRINCE
1.3056161557845736,VC,L3,RECTANGLE
4.56002322147813,N,L1,Skipjack
4.56002322147813,C,L2,PRINCE
4.56002322147813,VC,L3,RECTANGLE
5.8047562384181415,N,L1,Skipjack
5.8047562384181415,C,L2,PRINCE
5.8047562384181415,VC,L3,RECTANGLE
9.571239780893826,N,L1,Skipjack
9.571239780893826,C,L2,PRINCE
9.571239780893826,VC,L3,RECTANGLE
8.86444242458135,N,L1,Skipjack
8.86444242458135,C,L2,PRINCE
8.86444242458135,VC,L3,RECTANGLE
8.88705939304012,N,L1,Skipjack
8.88705939304012,C,L2,PRINCE
8.88705939304012,VC,L3,RECTANGLE
7.961454845195803,N,L1,Skipjack
7.961454845195803,C,L2,PRINCE
7.961454845195803,VC,L3,RECTANGLE
5.271483160686939,N,L1,Skipjack
5.271483160686939,C,L2,PRINCE
5.271483160686939,VC,L3,RECTANGLE
0.3132892073131388,N,L1,Skipjack
0.3132892073131388,C,L2,PRINCE
0.3132892073131388,VC,L3,RECTANGLE
7.487053816200117,N,L1,Skipjack
7.487053816200117,C,L2,PRINCE
7.487053816200117,VC,L3,RECTANGLE
