Residual_Energy (%),Application_Type,Security_Level,Algorithm
7.8091668917213966,VC,L3,RECTANGLE
4.128050001505802,NC,L1,Skipjack
4.128050001505802,C,L2,PRINCE
4.128050001505802,VC,L3,RECTANGLE
6.2942405614643695,NC,L1,Skipjack
6.2942405614643695,C,L2,PRINCE
6.2942405614643695,VC,L3,RECTANGLE
4.705659771946121,NC,L1,Skipjack
4.705659771946121,C,L2,PRINCE
4.705659771946121,VC,L3,RECTANGLE
6.284561661230892,NC,L1,Skipjack
6.284561661230892,C,L2,PRINCE
6.284561661230892,VC,L3,RECTANGLE
6.000047070552881,NC,L1,Skipjack
6.000047070552881,C,L2,PRINCE
6.000047070552881,VC,L3,RECTANGLE
5.2469488076676996,NC,L1,Skipjack
5.2469488076676996,C,L2,PRINCE
5.2469488076676996,VC,L3,RECTANGLE
2.52225754599839,NC,L1,Skipjack
2.52225754599839,C,L2,PRINCE
2.52225754599839,VC,L3,RECTANGLE
3.9882440657899396,NC,L1,Skipjack
3.9882440657899396,C,L2,PRINCE
3.9882440657899396,VC,L3,RECTANGLE
0.38813260992799914,NC,L1,Skipjack
0.38813260992799914,C,L2,PRINCE
0.38813260992799914,VC,L3,RECTANGLE
1.300173351774957,NC,L1,Skipjack
1.300173351774957,C,L2,PRINCE
1.300173351774957,VC,L3,RECTANGLE
1.8305202881070315,NC,L1,Skipjack
1.8305202881070315,C,L2,PRINCE
1.8305202881070315,VC,L3,RECTANGLE
3.0584813343462014,NC,L1,Skipjack
3.0584813343462014,C,L2,PRINCE
3.0584813343462014,VC,L3,RECTANGLE
9.787137405193153,NC,L1,Skipjack
9.787137405193153,C,L2,PRINCE
9.787137405193153,VC,L3,RECTANGLE
7.337736980944294,NC,L1,Skipjack
7.337736980944294,C,L2,PRINCE
7.337736980944294,VC,L3,RECTANGLE
8.035377398505442,NC,L1,Skipjack
8.035377398505442,C,L2,PRINCE
8.035377398505442,VC,L3,RECTANGLE
1.548803043812531,NC,L1,Skipjack
1.548803043812531,C,L2,PRINCE
1.548803043812531,VC,L3,RECTANGLE
8.762431927429716,NC,L1,Skipjack
8.762431927429716,C,L2,PRINCE
8.762431927429716,VC,L3,RECTANGLE
0.8209839440694378,NC,L1,Skipjack
0.8209839440694378,C,L2,PRINCE
0.8209839440694378,VC,L3,RECTANGLE
1.2939345462341156,NC,L1,Skipjack
1.2939345462341156,C,L2,PRINCE
1.2939345462341156,VC,L3,RECTANGLE
3.917652927901641,NC,L1,Skipjack
3.917652927901641,C,L2,PRINCE
3.917652927901641,VC,L3,RECTANGLE
9.83253944933738,NC,L1,Skipjack
9.83253944933738,C,L2,PRINCE
9.83253944933738,VC,L3,RECTANGLE
6.147732704729277,NC,L1,Skipjack
6.147732704729277,C,L2,PRINCE
6.147732704729277,VC,L3,RECTANGLE
4.4517789232800995,NC,L1,Skipjack
4.4517789232800995,C,L2,PRINCE
4.4517789232800995,VC,L3,RECTANGLE
9.931146322052678,NC,L1,Skipjack
9.931146322052678,C,L2,PRINCE
9.931146322052678,VC,L3,RECTANGLE
1.0950870263710344,NC,L1,Skipjack
1.0950870263710344,C,L2,PRINCE
1.0950870263710344,VC,L3,RECTANGLE
9.795710447931935,NC,L1,Skipjack
9.795710447931935,C,L2,PRINCE
9.795710447931935,VC,L3,RECTANGLE
9.865051211568627,NC,L1,Skipjack
9.865051211568627,C,L2,PRINCE
9.865051211568627,VC,L3,RECTANGLE
9.331276930423869,NC,L1,Skipjack
9.331276930423869,C,L2,PRINCE
9.331276930423869,VC,L3,RECTANGLE
0.7191848970559456,NC,L1,Skipjack
0.7191848970559456,C,L2,PRINCE
0.7191848970559456,VC,L3,RECTANGLE
4.018202884196743,NC,L1,Skipjack
4.018202884196743,C,L2,PRINCE
4.018202884196743,VC,L3,RECTANGLE
9.687061505075407,NC,L1,Skipjack
9.687061505075407,C,L2,PRINCE
9.687061505075407,VC,L3,RECTANGLE
7.669195017251232,NC,L1,Skipjack
7.669195017251232,C,L2,PRINCE
7.669195017251232,VC,L3,RECTANGLE
4.338978749370428,NC,L1,Skipjack
4.338978749370428,C,L2,PRINCE
4.338978749370428,VC,L3,RECTANGLE
1.4038720533038407,NC,L1,Skipjack
1.4038720533038407,C,L2,PRINCE
1.4038720533038407,VC,L3,RECTANGLE
6.942964788080667,NC,L1,Skipjack
6.942964788080667,C,L2,PRINCE
6.942964788080667,VC,L3,RECTANGLE
3.8165710420073884,NC,L1,Skipjack
3.8165710420073884,C,L2,PRINCE
3.8165710420073884,VC,L3,RECTANGLE
8.623318556238601,NC,L1,Skipjack
8.623318556238601,C,L2,PRINCE
8.623318556238601,VC,L3,RECTANGLE
6.734451008832277,NC,L1,Skipjack
6.734451008832277,C,L2,PRINCE
6.734451008832277,VC,L3,RECTANGLE
2.062785177010568,NC,L1,Skipjack
2.062785177010568,C,L2,PRINCE
2.062785177010568,VC,L3,RECTANGLE
9.168147049559003,NC,L1,Skipjack
9.168147049559003,C,L2,PRINCE
9.168147049559003,VC,L3,RECTANGLE
5.2508524640008964,NC,L1,Skipjack
5.2508524640008964,C,L2,PRINCE
5.2508524640008964,VC,L3,RECTANGLE
6.968769361361003,NC,L1,Skipjack
6.968769361361003,C,L2,PRINCE
6.968769361361003,VC,L3,RECTANGLE
8.856161349548197,NC,L1,Skipjack
8.856161349548197,C,L2,PRINCE
8.856161349548197,VC,L3,RECTANGLE
9.52061083410687,NC,L1,Skipjack
9.52061083410687,C,L2,PRINCE
9.52061083410687,VC,L3,RECTANGLE
3.9226561358967116,NC,L1,Skipjack
3.9226561358967116,C,L2,PRINCE
3.9226561358967116,VC,L3,RECTANGLE
8.843872801355564,NC,L1,Skipjack
8.843872801355564,C,L2,PRINCE
8.843872801355564,VC,L3,RECTANGLE
5.545786423996919,NC,L1,Skipjack
5.545786423996919,C,L2,PRINCE
5.545786423996919,VC,L3,RECTANGLE
1.9717915258263918,NC,L1,Skipjack
1.9717915258263918,C,L2,PRINCE
1.9717915258263918,VC,L3,RECTANGLE
8.045539079570968,NC,L1,Skipjack
8.045539079570968,C,L2,PRINCE
8.045539079570968,VC,L3,RECTANGLE
1.4783443209469382,NC,L1,Skipjack
1.4783443209469382,C,L2,PRINCE
1.4783443209469382,VC,L3,RECTANGLE
4.478750355821894,NC,L1,Skipjack
4.478750355821894,C,L2,PRINCE
4.478750355821894,VC,L3,RECTANGLE
0.5803296983440809,NC,L1,Skipjack
0.5803296983440809,C,L2,PRINCE
0.5803296983440809,VC,L3,RECTANGLE
1.462811987083732,NC,L1,Skipjack
1.462811987083732,C,L2,PRINCE
1.462811987083732,VC,L3,RECTANGLE
1.0063967924401596,NC,L1,Skipjack
1.0063967924401596,C,L2,PRINCE
1.0063967924401596,VC,L3,RECTANGLE
0.5217300119999868,NC,L1,Skipjack
0.5217300119999868,C,L2,PRINCE
0.5217300119999868,VC,L3,RECTANGLE
8.121885197076319,NC,L1,Skipjack
8.121885197076319,C,L2,PRINCE
8.121885197076319,VC,L3,RECTANGLE
2.880746767836828,NC,L1,Skipjack
2.880746767836828,C,L2,PRINCE
2.880746767836828,VC,L3,RECTANGLE
8.776469673073592,NC,L1,Skipjack
8.776469673073592,C,L2,PRINCE
8.776469673073592,VC,L3,RECTANGLE
1.0524132839413047,NC,L1,Skipjack
1.0524132839413047,C,L2,PRINCE
1.0524132839413047,VC,L3,RECTANGLE
5.578064795201901,NC,L1,Skipjack
5.578064795201901,C,L2,PRINCE
5.578064795201901,VC,L3,RECTANGLE
7.628966280923397,NC,L1,Skipjack
7.628966280923397,C,L2,PRINCE
7.628966280923397,VC,L3,RECTANGLE
0.04095969561154211,NC,L1,Skipjack
0.04095969561154211,C,L2,PRINCE
0.04095969561154211,VC,L3,RECTANGLE
5.875938312790277,NC,L1,Skipjack
5.875938312790277,C,L2,PRINCE
5.875938312790277,VC,L3,RECTANGLE
1.7902050817033155,NC,L1,Skipjack
1.7902050817033155,C,L2,PRINCE
1.7902050817033155,VC,L3,RECTANGLE
5.9978139034098445,NC,L1,Skipjack
5.9978139034098445,C,L2,PRINCE
5.9978139034098445,VC,L3,RECTANGLE
8.43879534969998,NC,L1,Skipjack
8.43879534969998,C,L2,PRINCE
8.43879534969998,VC,L3,RECTANGLE
7.662501061011357,NC,L1,Skipjack
7.662501061011357,C,L2,PRINCE
7.662501061011357,VC,L3,RECTANGLE
5.621001902245741,NC,L1,Skipjack
5.621001902245741,C,L2,PRINCE
5.621001902245741,VC,L3,RECTANGLE
2.9058545587899296,NC,L1,Skipjack
2.9058545587899296,C,L2,PRINCE
2.9058545587899296,VC,L3,RECTANGLE
1.5361638162500335,NC,L1,Skipjack
1.5361638162500335,C,L2,PRINCE
1.5361638162500335,VC,L3,RECTANGLE
4.787573624591061,NC,L1,Skipjack
4.787573624591061,C,L2,PRINCE
4.787573624591061,VC,L3,RECTANGLE
8.48167706669781,NC,L1,Skipjack
8.48167706669781,C,L2,PRINCE
8.48167706669781,VC,L3,RECTANGLE
6.656875072020913,NC,L1,Skipjack
6.656875072020913,C,L2,PRINCE
6.656875072020913,VC,L3,RECTANGLE
7.287542465675991,NC,L1,Skipjack
7.287542465675991,C,L2,PRINCE
7.287542465675991,VC,L3,RECTANGLE
2.017913782269094,NC,L1,Skipjack
2.017913782269094,C,L2,PRINCE
2.017913782269094,VC,L3,RECTANGLE
3.6874870241056468,NC,L1,Skipjack
3.6874870241056468,C,L2,PRINCE
3.6874870241056468,VC,L3,RECTANGLE
6.8115905185318715,NC,L1,Skipjack
6.8115905185318715,C,L2,PRINCE
6.8115905185318715,VC,L3,RECTANGLE
3.7409972090249766,NC,L1,Skipjack
3.7409972090249766,C,L2,PRINCE
3.7409972090249766,VC,L3,RECTANGLE
2.8945234740948864,NC,L1,Skipjack
2.8945234740948864,C,L2,PRINCE
2.8945234740948864,VC,L3,RECTANGLE
1.075826306503752,NC,L1,Skipjack
1.075826306503752,C,L2,PRINCE
1.075826306503752,VC,L3,RECTANGLE
7.855518805489061,NC,L1,Skipjack
7.855518805489061,C,L2,PRINCE
7.855518805489061,VC,L3,RECTANGLE
2.6951545718052463,NC,L1,Skipjack
2.6951545718052463,C,L2,PRINCE
2.6951545718052463,VC,L3,RECTANGLE
2.319798051032953,NC,L1,Skipjack
2.319798051032953,C,L2,PRINCE
2.319798051032953,VC,L3,RECTANGLE
2.5625772794474724,NC,L1,Skipjack
2.5625772794474724,C,L2,PRINCE
2.5625772794474724,VC,L3,RECTANGLE
0.6311748152577457,NC,L1,Skipjack
0.6311748152577457,C,L2,PRINCE
0.6311748152577457,VC,L3,RECTANGLE
1.1158496711014765,NC,L1,Skipjack
1.1158496711014765,C,L2,PRINCE
1.1158496711014765,VC,L3,RECTANGLE
7.388562807675366,NC,L1,Skipjack
7.388562807675366,C,L2,PRINCE
7.388562807675366,VC,L3,RECTANGLE
8.646492806215786,NC,L1,Skipjack
8.646492806215786,C,L2,PRINCE
8.646492806215786,VC,L3,RECTANGLE
8.724084888256726,NC,L1,Skipjack
8.724084888256726,C,L2,PRINCE
8.724084888256726,VC,L3,RECTANGLE
5.234194322517002,NC,L1,Skipjack
5.234194322517002,C,L2,PRINCE
5.234194322517002,VC,L3,RECTANGLE
3.9034054878676883,NC,L1,Skipjack
3.9034054878676883,C,L2,PRINCE
3.9034054878676883,VC,L3,RECTANGLE
7.87281516741354,NC,L1,Skipjack
7.87281516741354,C,L2,PRINCE
7.87281516741354,VC,L3,RECTANGLE
0.19900984596230908,NC,L1,Skipjack
0.19900984596230908,C,L2,PRINCE
0.19900984596230908,VC,L3,RECTANGLE
0.5922899921285218,NC,L1,Skipjack
0.5922899921285218,C,L2,PRINCE
0.5922899921285218,VC,L3,RECTANGLE
5.540431052564494,NC,L1,Skipjack
5.540431052564494,C,L2,PRINCE
5.540431052564494,VC,L3,RECTANGLE
5.453912759552554,NC,L1,Skipjack
5.453912759552554,C,L2,PRINCE
5.453912759552554,VC,L3,RECTANGLE
8.479670175430519,NC,L1,Skipjack
8.479670175430519,C,L2,PRINCE
8.479670175430519,VC,L3,RECTANGLE
0.8964439513381917,NC,L1,Skipjack
0.8964439513381917,C,L2,PRINCE
0.8964439513381917,VC,L3,RECTANGLE
2.509655642015348,NC,L1,Skipjack
2.509655642015348,C,L2,PRINCE
2.509655642015348,VC,L3,RECTANGLE
2.607041533381743,NC,L1,Skipjack
2.607041533381743,C,L2,PRINCE
2.607041533381743,VC,L3,RECTANGLE
2.346786721662959,NC,L1,Skipjack
2.346786721662959,C,L2,PRINCE
2.346786721662959,VC,L3,RECTANGLE
6.562147885133644,NC,L1,Skipjack
6.562147885133644,C,L2,PRINCE
6.562147885133644,VC,L3,RECTANGLE
3.220557640493822,NC,L1,Skipjack
3.220557640493822,C,L2,PRINCE
3.220557640493822,VC,L3,RECTANGLE
4.885225485226279,NC,L1,Skipjack
4.885225485226279,C,L2,PRINCE
4.885225485226279,VC,L3,RECTANGLE
7.28937686949774,NC,L1,Skipjack
7.28937686949774,C,L2,PRINCE
7.28937686949774,VC,L3,RECTANGLE
3.579047675786975,NC,L1,Skipjack
3.579047675786975,C,L2,PRINCE
3.579047675786975,VC,L3,RECTANGLE
0.7165017417601238,NC,L1,Skipjack
0.7165017417601238,C,L2,PRINCE
0.7165017417601238,VC,L3,RECTANGLE
4.710550134214594,NC,L1,Skipjack
4.710550134214594,C,L2,PRINCE
4.710550134214594,VC,L3,RECTANGLE
7.197446600941958,NC,L1,Skipjack
7.197446600941958,C,L2,PRINCE
7.197446600941958,VC,L3,RECTANGLE
5.017954010806792,NC,L1,Skipjack
5.017954010806792,C,L2,PRINCE
5.017954010806792,VC,L3,RECTANGLE
8.627307196575233,NC,L1,Skipjack
8.627307196575233,C,L2,PRINCE
8.627307196575233,VC,L3,RECTANGLE
7.028082542471507,NC,L1,Skipjack
7.028082542471507,C,L2,PRINCE
7.028082542471507,VC,L3,RECTANGLE
0.232537737049483,NC,L1,Skipjack
0.232537737049483,C,L2,PRINCE
0.232537737049483,VC,L3,RECTANGLE
4.549465360273471,NC,L1,Skipjack
4.549465360273471,C,L2,PRINCE
4.549465360273471,VC,L3,RECTANGLE
0.9935557691857744,NC,L1,Skipjack
0.9935557691857744,C,L2,PRINCE
0.9935557691857744,VC,L3,RECTANGLE
7.5996593464708715,NC,L1,Skipjack
7.5996593464708715,C,L2,PRINCE
7.5996593464708715,VC,L3,RECTANGLE
2.3123803109225802,NC,L1,Skipjack
2.3123803109225802,C,L2,PRINCE
2.3123803109225802,VC,L3,RECTANGLE
2.7181679684576334,NC,L1,Skipjack
2.7181679684576334,C,L2,PRINCE
2.7181679684576334,VC,L3,RECTANGLE
9.918259136293827,NC,L1,Skipjack
9.918259136293827,C,L2,PRINCE
9.918259136293827,VC,L3,RECTANGLE
7.979820190685788,NC,L1,Skipjack
7.979820190685788,C,L2,PRINCE
7.979820190685788,VC,L3,RECTANGLE
