Residual_Energy (%),Application_Type,Security_Level,Algorithm
3.3423122716017573,N,1,Skipjack
3.3423122716017573,C,2,Skipjack
3.3423122716017573,VC,3,Piccolo
0.9193812412083313,N,1,Skipjack
0.9193812412083313,C,2,Skipjack
0.9193812412083313,VC,3,Piccolo
6.454258268390868,N,1,Skipjack
6.454258268390868,C,2,Skipjack
6.454258268390868,VC,3,Piccolo
0.6767312312919438,N,1,Skipjack
0.6767312312919438,C,2,Skipjack
0.6767312312919438,VC,3,Piccolo
8.011211511191561,N,1,Skipjack
8.011211511191561,C,2,Skipjack
8.011211511191561,VC,3,Piccolo
3.661717816604427,N,1,Skipjack
3.661717816604427,C,2,Skipjack
3.661717816604427,VC,3,Piccolo
5.5368276944005546,N,1,Skipjack
5.5368276944005546,C,2,Skipjack
5.5368276944005546,VC,3,Piccolo
8.484434419397063,N,1,Skipjack
8.484434419397063,C,2,Skipjack
8.484434419397063,VC,3,Piccolo
2.993628731092326,N,1,Skipjack
2.993628731092326,C,2,Skipjack
2.993628731092326,VC,3,Piccolo
5.729746177551753,N,1,Skipjack
5.729746177551753,C,2,Skipjack
5.729746177551753,VC,3,Piccolo
1.070486267266365,N,1,Skipjack
1.070486267266365,C,2,Skipjack
1.070486267266365,VC,3,Piccolo
9.928920896598614,N,1,Skipjack
9.928920896598614,C,2,Skipjack
9.928920896598614,VC,3,Piccolo
1.352115023898427,N,1,Skipjack
1.352115023898427,C,2,Skipjack
1.352115023898427,VC,3,Piccolo
6.1447149818006706,N,1,Skipjack
6.1447149818006706,C,2,Skipjack
6.1447149818006706,VC,3,Piccolo
9.110563229471005,N,1,Skipjack
9.110563229471005,C,2,Skipjack
9.110563229471005,VC,3,Piccolo
3.322688721919329,N,1,Skipjack
3.322688721919329,C,2,Skipjack
3.322688721919329,VC,3,Piccolo
6.933770877394854,N,1,Skipjack
6.933770877394854,C,2,Skipjack
6.933770877394854,VC,3,Piccolo
9.217351189293552,N,1,Skipjack
9.217351189293552,C,2,Skipjack
9.217351189293552,VC,3,Piccolo
6.690950245072135,N,1,Skipjack
6.690950245072135,C,2,Skipjack
6.690950245072135,VC,3,Piccolo
8.27287611748878,N,1,Skipjack
8.27287611748878,C,2,Skipjack
8.27287611748878,VC,3,Piccolo
3.3403134406660606,N,1,Skipjack
3.3403134406660606,C,2,Skipjack
3.3403134406660606,VC,3,Piccolo
6.912070605021866,N,1,Skipjack
6.912070605021866,C,2,Skipjack
6.912070605021866,VC,3,Piccolo
4.503441393569672,N,1,Skipjack
4.503441393569672,C,2,Skipjack
4.503441393569672,VC,3,Piccolo
2.0481016036617863,N,1,Skipjack
2.0481016036617863,C,2,Skipjack
2.0481016036617863,VC,3,Piccolo
0.33735903867278205,N,1,Skipjack
0.33735903867278205,C,2,Skipjack
0.33735903867278205,VC,3,Piccolo
2.2185471508221144,N,1,Skipjack
2.2185471508221144,C,2,Skipjack
2.2185471508221144,VC,3,Piccolo
0.637439392209419,N,1,Skipjack
0.637439392209419,C,2,Skipjack
0.637439392209419,VC,3,Piccolo
9.518801009987376,N,1,Skipjack
9.518801009987376,C,2,Skipjack
9.518801009987376,VC,3,Piccolo
6.003247838255491,N,1,Skipjack
6.003247838255491,C,2,Skipjack
6.003247838255491,VC,3,Piccolo
9.720486765728088,N,1,Skipjack
9.720486765728088,C,2,Skipjack
9.720486765728088,VC,3,Piccolo
7.048171198954691,N,1,Skipjack
7.048171198954691,C,2,Skipjack
7.048171198954691,VC,3,Piccolo
3.04642288458423,N,1,Skipjack
3.04642288458423,C,2,Skipjack
3.04642288458423,VC,3,Piccolo
2.6129540378208747,N,1,Skipjack
2.6129540378208747,C,2,Skipjack
2.6129540378208747,VC,3,Piccolo
7.783698110465897,N,1,Skipjack
7.783698110465897,C,2,Skipjack
7.783698110465897,VC,3,Piccolo
6.530526729666103,N,1,Skipjack
6.530526729666103,C,2,Skipjack
6.530526729666103,VC,3,Piccolo
7.9171826362429485,N,1,Skipjack
7.9171826362429485,C,2,Skipjack
7.9171826362429485,VC,3,Piccolo
0.7117227027520745,N,1,Skipjack
0.7117227027520745,C,2,Skipjack
0.7117227027520745,VC,3,Piccolo
8.213579357969099,N,1,Skipjack
8.213579357969099,C,2,Skipjack
8.213579357969099,VC,3,Piccolo
4.136176238064419,N,1,Skipjack
4.136176238064419,C,2,Skipjack
4.136176238064419,VC,3,Piccolo
2.45377319847381,N,1,Skipjack
2.45377319847381,C,2,Skipjack
2.45377319847381,VC,3,Piccolo
1.7621048762739533,N,1,Skipjack
1.7621048762739533,C,2,Skipjack
1.7621048762739533,VC,3,Piccolo
1.2815533276184454,N,1,Skipjack
1.2815533276184454,C,2,Skipjack
1.2815533276184454,VC,3,Piccolo
3.2085370058734117,N,1,Skipjack
3.2085370058734117,C,2,Skipjack
3.2085370058734117,VC,3,Piccolo
8.201654514384389,N,1,Skipjack
8.201654514384389,C,2,Skipjack
8.201654514384389,VC,3,Piccolo
9.021468905905238,N,1,Skipjack
9.021468905905238,C,2,Skipjack
9.021468905905238,VC,3,Piccolo
0.02133780849317035,N,1,Skipjack
0.02133780849317035,C,2,Skipjack
0.02133780849317035,VC,3,Piccolo
2.1090755082031376,N,1,Skipjack
2.1090755082031376,C,2,Skipjack
2.1090755082031376,VC,3,Piccolo
2.3166574366199564,N,1,Skipjack
2.3166574366199564,C,2,Skipjack
2.3166574366199564,VC,3,Piccolo
7.283974635678533,N,1,Skipjack
7.283974635678533,C,2,Skipjack
7.283974635678533,VC,3,Piccolo
7.207603904112845,N,1,Skipjack
7.207603904112845,C,2,Skipjack
7.207603904112845,VC,3,Piccolo
7.6131016162508125,N,1,Skipjack
7.6131016162508125,C,2,Skipjack
7.6131016162508125,VC,3,Piccolo
5.733774124598638,N,1,Skipjack
5.733774124598638,C,2,Skipjack
5.733774124598638,VC,3,Piccolo
5.084617178119245,N,1,Skipjack
5.084617178119245,C,2,Skipjack
5.084617178119245,VC,3,Piccolo
8.718771891608023,N,1,Skipjack
8.718771891608023,C,2,Skipjack
8.718771891608023,VC,3,Piccolo
5.830022619936298,N,1,Skipjack
5.830022619936298,C,2,Skipjack
5.830022619936298,VC,3,Piccolo
2.3205766742486156,N,1,Skipjack
2.3205766742486156,C,2,Skipjack
2.3205766742486156,VC,3,Piccolo
1.90408109568033,N,1,Skipjack
1.90408109568033,C,2,Skipjack
1.90408109568033,VC,3,Piccolo
4.092061563431166,N,1,Skipjack
4.092061563431166,C,2,Skipjack
4.092061563431166,VC,3,Piccolo
1.073479807526888,N,1,Skipjack
1.073479807526888,C,2,Skipjack
1.073479807526888,VC,3,Piccolo
2.352578446930451,N,1,Skipjack
2.352578446930451,C,2,Skipjack
2.352578446930451,VC,3,Piccolo
5.996326320201931,N,1,Skipjack
5.996326320201931,C,2,Skipjack
5.996326320201931,VC,3,Piccolo
6.972844670033197,N,1,Skipjack
6.972844670033197,C,2,Skipjack
6.972844670033197,VC,3,Piccolo
2.2138187423193334,N,1,Skipjack
2.2138187423193334,C,2,Skipjack
2.2138187423193334,VC,3,Piccolo
2.391900653889584,N,1,Skipjack
2.391900653889584,C,2,Skipjack
2.391900653889584,VC,3,Piccolo
5.340842846926506,N,1,Skipjack
5.340842846926506,C,2,Skipjack
5.340842846926506,VC,3,Piccolo
8.826612545953758,N,1,Skipjack
8.826612545953758,C,2,Skipjack
8.826612545953758,VC,3,Piccolo
7.668009065781517,N,1,Skipjack
7.668009065781517,C,2,Skipjack
7.668009065781517,VC,3,Piccolo
6.727556071020326,N,1,Skipjack
6.727556071020326,C,2,Skipjack
6.727556071020326,VC,3,Piccolo
0.5305127118226427,N,1,Skipjack
0.5305127118226427,C,2,Skipjack
0.5305127118226427,VC,3,Piccolo
1.303165934906182,N,1,Skipjack
1.303165934906182,C,2,Skipjack
1.303165934906182,VC,3,Piccolo
4.44948889951421,N,1,Skipjack
4.44948889951421,C,2,Skipjack
4.44948889951421,VC,3,Piccolo
8.060592624355618,N,1,Skipjack
8.060592624355618,C,2,Skipjack
8.060592624355618,VC,3,Piccolo
1.902573837385928,N,1,Skipjack
1.902573837385928,C,2,Skipjack
1.902573837385928,VC,3,Piccolo
5.788525231969219,N,1,Skipjack
5.788525231969219,C,2,Skipjack
5.788525231969219,VC,3,Piccolo
3.0386551058417455,N,1,Skipjack
3.0386551058417455,C,2,Skipjack
3.0386551058417455,VC,3,Piccolo
6.703627206951487,N,1,Skipjack
6.703627206951487,C,2,Skipjack
6.703627206951487,VC,3,Piccolo
7.675987411808709,N,1,Skipjack
7.675987411808709,C,2,Skipjack
7.675987411808709,VC,3,Piccolo
4.381999478813557,N,1,Skipjack
4.381999478813557,C,2,Skipjack
4.381999478813557,VC,3,Piccolo
1.528695361739042,N,1,Skipjack
1.528695361739042,C,2,Skipjack
1.528695361739042,VC,3,Piccolo
1.7290115560500818,N,1,Skipjack
1.7290115560500818,C,2,Skipjack
1.7290115560500818,VC,3,Piccolo
9.012903104961502,N,1,Skipjack
9.012903104961502,C,2,Skipjack
9.012903104961502,VC,3,Piccolo
8.3777253715587,N,1,Skipjack
8.3777253715587,C,2,Skipjack
8.3777253715587,VC,3,Piccolo
0.4949992012586246,N,1,Skipjack
0.4949992012586246,C,2,Skipjack
0.4949992012586246,VC,3,Piccolo
8.504203093943314,N,1,Skipjack
8.504203093943314,C,2,Skipjack
8.504203093943314,VC,3,Piccolo
5.2751424900490544,N,1,Skipjack
5.2751424900490544,C,2,Skipjack
5.2751424900490544,VC,3,Piccolo
7.002616045529955,N,1,Skipjack
7.002616045529955,C,2,Skipjack
7.002616045529955,VC,3,Piccolo
3.0119706789681375,N,1,Skipjack
3.0119706789681375,C,2,Skipjack
3.0119706789681375,VC,3,Piccolo
0.47971536087131117,N,1,Skipjack
0.47971536087131117,C,2,Skipjack
0.47971536087131117,VC,3,Piccolo
3.2265728235412103,N,1,Skipjack
3.2265728235412103,C,2,Skipjack
3.2265728235412103,VC,3,Piccolo
8.347882736159667,N,1,Skipjack
8.347882736159667,C,2,Skipjack
8.347882736159667,VC,3,Piccolo
1.50997773422624,N,1,Skipjack
1.50997773422624,C,2,Skipjack
1.50997773422624,VC,3,Piccolo
9.85500302843247,N,1,Skipjack
9.85500302843247,C,2,Skipjack
9.85500302843247,VC,3,Piccolo
8.18215451389769,N,1,Skipjack
8.18215451389769,C,2,Skipjack
8.18215451389769,VC,3,Piccolo
9.292637426915523,N,1,Skipjack
9.292637426915523,C,2,Skipjack
9.292637426915523,VC,3,Piccolo
8.792680152865852,N,1,Skipjack
8.792680152865852,C,2,Skipjack
8.792680152865852,VC,3,Piccolo
3.763114788121209,N,1,Skipjack
3.763114788121209,C,2,Skipjack
3.763114788121209,VC,3,Piccolo
5.7337640368522695,N,1,Skipjack
5.7337640368522695,C,2,Skipjack
5.7337640368522695,VC,3,Piccolo
8.173924346499774,N,1,Skipjack
8.173924346499774,C,2,Skipjack
8.173924346499774,VC,3,Piccolo
0.3461697552215326,N,1,Skipjack
0.3461697552215326,C,2,Skipjack
0.3461697552215326,VC,3,Piccolo
4.846714921386345,N,1,Skipjack
4.846714921386345,C,2,Skipjack
4.846714921386345,VC,3,Piccolo
6.2369553631437915,N,1,Skipjack
6.2369553631437915,C,2,Skipjack
6.2369553631437915,VC,3,Piccolo
4.801076639742848,N,1,Skipjack
4.801076639742848,C,2,Skipjack
4.801076639742848,VC,3,Piccolo
9.679142968848124,N,1,Skipjack
9.679142968848124,C,2,Skipjack
9.679142968848124,VC,3,Piccolo
4.170537171856883,N,1,Skipjack
4.170537171856883,C,2,Skipjack
4.170537171856883,VC,3,Piccolo
1.0342442660975648,N,1,Skipjack
1.0342442660975648,C,2,Skipjack
1.0342442660975648,VC,3,Piccolo
4.359434515417055,N,1,Skipjack
4.359434515417055,C,2,Skipjack
4.359434515417055,VC,3,Piccolo
3.4893586660599896,N,1,Skipjack
3.4893586660599896,C,2,Skipjack
3.4893586660599896,VC,3,Piccolo
4.358875799730695,N,1,Skipjack
4.358875799730695,C,2,Skipjack
4.358875799730695,VC,3,Piccolo
8.939058270336735,N,1,Skipjack
8.939058270336735,C,2,Skipjack
8.939058270336735,VC,3,Piccolo
0.4638520938176882,N,1,Skipjack
0.4638520938176882,C,2,Skipjack
0.4638520938176882,VC,3,Piccolo
4.8308154419194675,N,1,Skipjack
4.8308154419194675,C,2,Skipjack
4.8308154419194675,VC,3,Piccolo
7.841936832746336,N,1,Skipjack
7.841936832746336,C,2,Skipjack
7.841936832746336,VC,3,Piccolo
2.1839144864279856,N,1,Skipjack
2.1839144864279856,C,2,Skipjack
2.1839144864279856,VC,3,Piccolo
7.019253852465783,N,1,Skipjack
7.019253852465783,C,2,Skipjack
7.019253852465783,VC,3,Piccolo
0.6390814282969604,N,1,Skipjack
0.6390814282969604,C,2,Skipjack
0.6390814282969604,VC,3,Piccolo
6.223317034733375,N,1,Skipjack
6.223317034733375,C,2,Skipjack
6.223317034733375,VC,3,Piccolo
0.6618972080332175,N,1,Skipjack
0.6618972080332175,C,2,Skipjack
0.6618972080332175,VC,3,Piccolo
6.388758271356196,N,1,Skipjack
6.388758271356196,C,2,Skipjack
6.388758271356196,VC,3,Piccolo
4.734729609113169,N,1,Skipjack
4.734729609113169,C,2,Skipjack
4.734729609113169,VC,3,Piccolo
6.464028691102208,N,1,Skipjack
6.464028691102208,C,2,Skipjack
6.464028691102208,VC,3,Piccolo
1.4572421153370685,N,1,Skipjack
1.4572421153370685,C,2,Skipjack
1.4572421153370685,VC,3,Piccolo
9.983077407459032,N,1,Skipjack
9.983077407459032,C,2,Skipjack
9.983077407459032,VC,3,Piccolo
0.6368108864699495,N,1,Skipjack
0.6368108864699495,C,2,Skipjack
0.6368108864699495,VC,3,Piccolo
6.8975523959837295,N,1,Skipjack
6.8975523959837295,C,2,Skipjack
6.8975523959837295,VC,3,Piccolo
3.7940897282311283,N,1,Skipjack
3.7940897282311283,C,2,Skipjack
3.7940897282311283,VC,3,Piccolo
6.068748320680511,N,1,Skipjack
6.068748320680511,C,2,Skipjack
6.068748320680511,VC,3,Piccolo
2.817845825561144,N,1,Skipjack
2.817845825561144,C,2,Skipjack
2.817845825561144,VC,3,Piccolo
1.6696986500587885,N,1,Skipjack
1.6696986500587885,C,2,Skipjack
1.6696986500587885,VC,3,Piccolo
6.79324407065284,N,1,Skipjack
6.79324407065284,C,2,Skipjack
6.79324407065284,VC,3,Piccolo
6.190649393964205,N,1,Skipjack
6.190649393964205,C,2,Skipjack
6.190649393964205,VC,3,Piccolo
8.395612275883327,N,1,Skipjack
8.395612275883327,C,2,Skipjack
8.395612275883327,VC,3,Piccolo
1.1540604452042713,N,1,Skipjack
1.1540604452042713,C,2,Skipjack
1.1540604452042713,VC,3,Piccolo
6.703302451743407,N,1,Skipjack
6.703302451743407,C,2,Skipjack
6.703302451743407,VC,3,Piccolo
1.4751184809669426,N,1,Skipjack
1.4751184809669426,C,2,Skipjack
1.4751184809669426,VC,3,Piccolo
6.300807452782773,N,1,Skipjack
6.300807452782773,C,2,Skipjack
6.300807452782773,VC,3,Piccolo
1.6422675302740852,N,1,Skipjack
1.6422675302740852,C,2,Skipjack
1.6422675302740852,VC,3,Piccolo
9.116970724889695,N,1,Skipjack
9.116970724889695,C,2,Skipjack
9.116970724889695,VC,3,Piccolo
9.940949738954941,N,1,Skipjack
9.940949738954941,C,2,Skipjack
9.940949738954941,VC,3,Piccolo
0.3718155215335772,N,1,Skipjack
0.3718155215335772,C,2,Skipjack
0.3718155215335772,VC,3,Piccolo
9.132611555819917,N,1,Skipjack
9.132611555819917,C,2,Skipjack
9.132611555819917,VC,3,Piccolo
4.880408144458588,N,1,Skipjack
4.880408144458588,C,2,Skipjack
4.880408144458588,VC,3,Piccolo
7.2456475047354445,N,1,Skipjack
7.2456475047354445,C,2,Skipjack
7.2456475047354445,VC,3,Piccolo
1.9238365244324385,N,1,Skipjack
1.9238365244324385,C,2,Skipjack
1.9238365244324385,VC,3,Piccolo
0.3450687169318889,N,1,Skipjack
0.3450687169318889,C,2,Skipjack
0.3450687169318889,VC,3,Piccolo
2.0724383073426034,N,1,Skipjack
2.0724383073426034,C,2,Skipjack
2.0724383073426034,VC,3,Piccolo
7.457026699131937,N,1,Skipjack
7.457026699131937,C,2,Skipjack
7.457026699131937,VC,3,Piccolo
8.678129436390277,N,1,Skipjack
8.678129436390277,C,2,Skipjack
8.678129436390277,VC,3,Piccolo
8.40630530839644,N,1,Skipjack
8.40630530839644,C,2,Skipjack
8.40630530839644,VC,3,Piccolo
2.401716033643334,N,1,Skipjack
2.401716033643334,C,2,Skipjack
2.401716033643334,VC,3,Piccolo
7.483248969796104,N,1,Skipjack
7.483248969796104,C,2,Skipjack
7.483248969796104,VC,3,Piccolo
0.11598447467958017,N,1,Skipjack
0.11598447467958017,C,2,Skipjack
0.11598447467958017,VC,3,Piccolo
